Gene1,Gene2,Score
CTCF,ATP5G2,1024
CTCF,VPS18,843
CTCF,RBM17,1124
CTCF,CLCN4,602
CTCF,CCDC110,984
CTCF,HJURP,1448
CTCF,A730008H23RIK,1448
CTCF,SH3GL1,730
CTCF,DNAJC11,614
CTCF,DHX8,615
CTCF,TOX4,543
CTCF,RAB2B,543
CTCF,DDX47,877
CTCF,TRP53,995
CTCF,WRAP53,995
CTCF,PKN3,760
CTCF,KIFC5B,485
CTCF,EXOSC8,646
CTCF,ALG5,646
CTCF,IRAK2,776
CTCF,MAN2B2,931
CTCF,RRP1,747
CTCF,PSMD6,589
CTCF,ACBD4,1113
CTCF,COMTD1,889
CTCF,PIEZO1,881
CTCF,TMEM270,511
CTCF,PPIF,582
CTCF,SRP9,464
CTCF,EXD1,955
CTCF,CHP1,955
CTCF,ZFP638,606
CTCF,ICK,969
CTCF,FITM2,427
CTCF,CEP120,401
CTCF,AP5S1,706
CTCF,KDM3B,785
CTCF,CRLS1,579
CTCF,ERLIN2,526
CTCF,POLR2J,427
CTCF,NAE1,496
CTCF,CAR7,496
CTCF,NOB1,450
CTCF,RNF14,498
CTCF,RPS3A1,509
CTCF,ADRM1,644
CTCF,LRRC59,561
CTCF,VPS13D,502
CTCF,NDUFC1,557
CTCF,NSFL1C,792
CTCF,FBXO7,527
CTCF,MRPS33,446
CTCF,SNRPD1,552
CTCF,APBA1,435
CTCF,KIFC1,455
CTCF,NARFL,412
CTCF,AGO1,347
CTCF,CHD9,517
CTCF,AANAT,476
CTCF,WDR37,715
CTCF,WDR38,884
CTCF,FBXO34,390
CTCF,LINGO1,576
CTCF,RPL5,550
CTCF,PPARD,419
CTCF,GORASP2,402
CTCF,TMEM106C,441
CTCF,AGFG1,413
CTCF,ATAD2B,359
CTCF,API5,561
CTCF,INTS7,560
CTCF,DTL,560
CTCF,TEDC1,536
CTCF,DPP8,334
CTCF,TAMM41,390
CTCF,DENND6B,554
CTCF,ENDOV,360
CTCF,SCAP,450
CTCF,SPECC1,593
CTCF,NOC3L,405
CTCF,ESCO1,433
CTCF,MTERF1A,608
CTCF,PABPC4,389
CTCF,EPC1,405
CTCF,PDRG1,377
CTCF,MYRF,730
CTCF,DHX30,487
CTCF,MTMR6,451
CTCF,GEMIN4,354
CTCF,DBIL5,354
CTCF,RPL36,510
CTCF,WDR41,439
CTCF,SPATA20,543
CTCF,NTN5,624
CTCF,CDIPTOS,466
CTCF,CDIPT,466
CTCF,ZFP398,473
CTCF,RINT1,403
CTCF,PDS5B,371
CTCF,SLC36A1,501
CTCF,DIAPH1,459
CTCF,TRAPPC3,517
CTCF,ATP5MPL,442
CTCF,TAS1R1,516
CTCF,NOL9,516
CTCF,HLCS,399
CTCF,NBN,446
CTCF,NDUFA6,377
CTCF,DHRS13,398
CTCF,SLC48A1,613
CTCF,PLCD3,1113
CTCF,CPSF1,385
CTCF,RPP14,496
CTCF,HTD2,496
CTCF,FAM133B,382
CTCF,ABCA3,546
CTCF,MAPK1IP1L,256
CTCF,ING5,408
CTCF,SLC39A13,457
CTCF,PLEKHB1,479
CTCF,NOP14,334
CTCF,GRK4,334
CTCF,HNRNPDL,377
CTCF,ENOPH1,377
CTCF,SLC9A1,795
CTCF,CRBN,431
CTCF,MRPS16,287
CTCF,MRPL34,582
CTCF,GOT2,500
CTCF,DUSP13,539
CTCF,TNFAIP3,364
CTCF,R3HCC1,428
CTCF,PRMT3,403
CTCF,PPDPF,645
CTCF,GTF2H2,498
CTCF,BECN1,563
CTCF,ALKBH2,554
CTCF,NDUFB10,293
CTCF,COPG1,376
CTCF,HASPIN,530
CTCF,NOL11,401
CTCF,KDELR1,438
CTCF,DDX20,382
CTCF,FAM3C,265
CTCF,WRB,412
CTCF,MTERF1B,519
CTCF,DNM1,378
CTCF,GBP3,521
CTCF,HIF1AN,498
CTCF,AZI2,443
CTCF,TCTN3,469
CTCF,ENTPD1,469
CTCF,MLF2,436
CTCF,PHRF1,425
CTCF,SCNN1G,389
CTCF,PDE2A,625
CTCF,ABHD8,582
CTCF,BCL6B,428
CTCF,ATXN7L1,380
CTCF,TFEB,270
CTCF,DIP2B,327
CTCF,SYNM,220
CTCF,KATNBL1,360
CTCF,RARS,519
CTCF,RPLP0,373
CTCF,STAG1,444
CTCF,TIMM22,405
CTCF,INTS1,362
CTCF,E130311K13RIK,348
CTCF,CCDC83,478
CTCF,PARL,836
CTCF,SPG20,481
CTCF,CFAP299,412
CTCF,RSAD1,397
CTCF,TBC1D9B,485
CTCF,SH3BP5,414
CTCF,PTPRU,437
CTCF,CSK,260
CTCF,CHD1L,339
CTCF,C1QBP,498
CTCF,WDR70,326
CTCF,FAAP20,705
CTCF,RABGGTA,336
CTCF,GNPDA1,399
CTCF,DAGLA,405
CTCF,STXBP3,308
CTCF,MUC1,327
CTCF,RUVBL2,413
CTCF,GYS1,413
CTCF,PPP2CB,309
CTCF,BMS1,677
CTCF,DIEXF,429
CTCF,EXT2,301
CTCF,CUL5,322
CTCF,TSFM,494
CTCF,GM13285,286
CTCF,FAF2,340
CTCF,1700021F05RIK,285
CTCF,GM13290,274
CTCF,GM13289,274
CTCF,MAFA,392
CTCF,GAA,403
CTCF,DDX46,451
CTCF,PEX7,365
CTCF,DUSP23,559
CTCF,NUS1,295
CTCF,GSE1,546
CTCF,CACNB3,375
CTCF,UCHL3,367
CTCF,FLT3L,361
CTCF,PAFAH2,513
CTCF,DYNC1LI2,542
CTCF,TREX1,460
CTCF,SNX18,506
CTCF,AFMID,386
CTCF,ERMP1,371
CTCF,RPS17,335
CTCF,EIF3G,452
CTCF,RHOF,679
CTCF,DENR,346
CTCF,BOLA3,276
CTCF,KIF1B,276
CTCF,PSMC6,576
CTCF,INPP5E,314
CTCF,MLST8,393
CTCF,TSEN54,433
CTCF,CASKIN2,433
CTCF,LGI4,537
CTCF,SECISBP2,348
CTCF,CCIN,413
CTCF,TRAPPC5,382
CTCF,PLIN3,510
CTCF,RAI1,355
CTCF,1700125H20RIK,447
CTCF,CORO1C,337
CTCF,RCC1,489
CTCF,PAIP2,357
CTCF,MEAF6,363
CTCF,B4GALNT1,309
CTCF,TNFAIP8L2,382
CTCF,NDUFAF4,363
CTCF,MRPL17,365
CTCF,METTL21A,384
CTCF,PPM1F,490
CTCF,TEX22,481
CTCF,B9D1,696
CTCF,PINK1,427
CTCF,ABT1,387
CTCF,EXOSC6,445
CTCF,LYZL6,516
CTCF,CENPS,465
CTCF,TPRKB,239
CTCF,NAT8F1,239
CTCF,CREM,392
CTCF,RAB12,365
CTCF,NDUFS2,280
CTCF,PRCP,530
CTCF,DDIAS,530
CTCF,TMEM44,287
CTCF,GM13288,274
CTCF,DAND5,422
CTCF,MIEN1,377
CTCF,CBL,267
CTCF,TRAM1,620
CTCF,BAMBI,574
CTCF,ECHDC1,372
CTCF,ATP5K,369
CTCF,RNF214,310
CTCF,AP4E1,447
CTCF,BPTF,194
CTCF,NLE1,315
CTCF,UTP3,356
CTCF,THUMPD2,333
CTCF,EID2B,285
CTCF,SNRPE,376
CTCF,KLC2,398
CTCF,TPM1,589
CTCF,EPHB1,403
CTCF,HMGCS2,343
CTCF,RBM4B,527
CTCF,DENND4B,267
CTCF,TLCD1,440
CTCF,TIMM21,556
CTCF,RAB3IP,289
CTCF,MND1,293
CTCF,UQCRC1,277
CTCF,NUDT17,278
CTCF,ZZZ3,298
CTCF,KPTN,335
CTCF,ISCU,488
CTCF,MRO,516
CTCF,CCBE1,320
CTCF,TRRAP,457
CTCF,SLX1B,328
CTCF,BOLA2,328
CTCF,LMBRD1,420
CTCF,POP5,365
CTCF,VAV2,370
CTCF,FIS1,512
CTCF,LMTK2,225
CTCF,TTC5,335
CTCF,H13,362
CTCF,BCLAF3,296
CTCF,INTS14,447
CTCF,TOR2A,504
CTCF,ANKRD46,275
CTCF,AI413582,346
CTCF,ADSL,416
CTCF,CERCAM,427
CTCF,CCNY,207
CTCF,PXN,319
CTCF,KDM1A,266
CTCF,ARL8B,412
CTCF,LTBP2,467
CTCF,NAT8F4,475
CTCF,TMEM260,326
CTCF,IGSF11,305
CTCF,IRAK3,350
CTCF,TESK1,459
CTCF,RAB27A,556
CTCF,NCEH1,465
CTCF,ETS2,373
CTCF,YTHDF2,262
CTCF,SNAPIN,362
CTCF,DDX41,344
CTCF,PLEC,871
CTCF,POLD1,439
CTCF,CEP135,385
CTCF,RRP9,411
CTCF,PARP3,411
CTCF,ASB6,373
CTCF,TMEM201,214
CTCF,LYRM9,323
CTCF,NCKIPSD,313
CTCF,DDX18,494
CTCF,POLR3E,300
CTCF,KLHDC8B,360
CTCF,PLEKHO2,653
CTCF,PAGR1A,482
CTCF,NECAP2,335
CTCF,CDC14B,334
CTCF,HOOK2,434
CTCF,TIRAP,268
CTCF,REV1,329
CTCF,ABCC5,384
CTCF,ZFP341,230
CTCF,RGS9,258
CTCF,RWDD3,306
CTCF,COX14,474
CTCF,LETMD1,313
CTCF,ARHGAP39,216
CTCF,STAT6,314
CTCF,CASP2,392
CTCF,THEM6,342
CTCF,2410004B18RIK,290
CTCF,VEGFA,581
CTCF,SMIM12,378
CTCF,TCF7L1,296
CTCF,ATG101,429
CTCF,MCM5,577
CTCF,UCKL1,332
CTCF,RAB32,570
CTCF,POLR3A,263
CTCF,CDK9,304
CTCF,AAAS,296
CTCF,NOG,603
CTCF,DTWD2,296
CTCF,DET1,272
CTCF,SP2,585
CTCF,FDXACB1,418
CTCF,1110032A03RIK,418
CTCF,HSD3B7,308
CTCF,NEMP2,345
CTCF,RHOT1,292
CTCF,CEP85,494
CTCF,SARS2,396
CTCF,MRPS12,396
CTCF,ARPC3,329
CTCF,NOMO1,341
CTCF,MED11,298
CTCF,ABR,369
CTCF,UBE2Q1,477
CTCF,MICAL3,369
CTCF,KCTD18,336
CTCF,ABCA2,238
CTCF,CNNM2,464
CTCF,8030462N17RIK,365
CTCF,EHD2,305
CTCF,FAM220A,438
CTCF,MC5R,363
CTCF,TRPV2,385
CTCF,CDKN2AIPNL,346
CTCF,TCERG1,326
CTCF,MAPT,152
CTCF,DACT3,518
CTCF,SNX19,213
CTCF,FEM1A,312
CTCF,CIZ1,296
CTCF,FCHSD2,273
CTCF,ZFP786,311
CTCF,ZPBP,373
CTCF,TMEM170,420
CTCF,HBQ1B,312
CTCF,RAC3,572
CTCF,NDUFB7,386
CTCF,NPFF,439
CTCF,1600014C10RIK,322
CTCF,CCDC124,374
CTCF,PCP4,371
CTCF,SMIM8,279
CTCF,CLPB,554
CTCF,TRABD2B,399
CTCF,SCAF8,178
CTCF,SENP3,504
CTCF,GFM1,358
CTCF,STK11,455
CTCF,DISP3,222
CTCF,AMIGO3,338
CTCF,NRXN2,379
CTCF,STK4,190
CTCF,PFDN4,403
CTCF,SLC35B2,397
CTCF,MTNR1A,224
CTCF,VPS37D,271
CTCF,FCHO2,245
CTCF,NSMCE4A,364
CTCF,ZFP113,292
CTCF,MRPS14,249
CTCF,UCHL5,314
CTCF,TROVE2,314
CTCF,MED23,475
CTCF,BHLHE40,321
CTCF,CDH23,489
CTCF,FUCA1,358
CTCF,RPL10A,344
CTCF,UBE2CBP,312
CTCF,DTD1,257
CTCF,REPS1,230
CTCF,AA467197,377
CTCF,CORO2A,360
CTCF,PSG16,289
CTCF,KIFC2,494
CTCF,USP2,293
CTCF,DPH7,362
CTCF,STAG2,343
CTCF,RTCA,511
CTCF,C1RB,572
CTCF,FMC1,312
CTCF,AMZ2,386
CTCF,HS1BP3,290
CTCF,THBS3,498
CTCF,CSNK2A2,112
CTCF,PCBP2,326
CTCF,OVCA2,490
CTCF,SLC30A1,351
CTCF,SNAI1,410
CTCF,LPCAT4,367
CTCF,CDK17,271
CTCF,DGKZ,183
CTCF,PTS,427
CTCF,AHCYL1,438
CTCF,MRPS2,267
CTCF,POLR2C,352
CTCF,MEGF8,402
CTCF,SLC35B1,392
CTCF,VPS4A,270
CTCF,RAB29,325
CTCF,DPEP2,405
CTCF,WDR18,249
CTCF,IRF9,274
CTCF,CPNE8,356
CTCF,VPS35L,529
CTCF,9530077C05RIK,278
CTCF,SUDS3,308
CTCF,CEP164,606
CTCF,TM7SF2,357
CTCF,ZBTB45,567
CTCF,PPFIA4,483
CTCF,JRK,341
CTCF,NFKBIL1,358
CTCF,ATP6V1G2,358
CTCF,WDFY2,252
CTCF,B3GLCT,322
CTCF,ZBTB34,356
CTCF,AHCYL2,456
CTCF,ISLR2,419
CTCF,TSTD3,409
CTCF,MED13,267
CTCF,PSTK,249
CTCF,FLNB,479
CTCF,NABP2,320
CTCF,PHOSPHO2,311
CTCF,CCDC173,311
CTCF,TMEM211,407
CTCF,LSR,460
CTCF,RASD1,378
CTCF,RUBCNL,325
CTCF,TGFB3,324
CTCF,SELENOM,682
CTCF,PFN4,427
CTCF,FAM228B,427
CTCF,SIK2,344
CTCF,DLK2,334
CTCF,POU2F2,296
CTCF,AARS2,369
CTCF,COX19,348
CTCF,SCAI,261
CTCF,MC1R,352
CTCF,EPB41L4B,261
CTCF,PDZD9,523
CTCF,KMT2B,579
CTCF,HSD17B14,442
CTCF,RPL26,390
CTCF,MDM2,182
CTCF,RPL18A,460
CTCF,TMEM14A,535
CTCF,RERG,286
CTCF,PFKFB3,369
CTCF,NPC1,273
CTCF,RNF216,228
CTCF,TRPC4AP,257
CTCF,ASF1B,306
CTCF,2010003K11RIK,419
CTCF,SLC30A5,236
CTCF,ANKRD2,317
CTCF,PGAM5,368
CTCF,OMA1,288
CTCF,COG2,342
CTCF,PGA5,436
CTCF,FAM178B,555
CTCF,DNMBP,198
CTCF,BCL2L1,340
CTCF,RBM15B,242
CTCF,SRCIN1,334
CTCF,EIF2S1,479
CTCF,ATP6V1D,479
CTCF,TCAF2,245
CTCF,MFSD3,398
CTCF,PPM1J,397
CTCF,CLUAP1,386
CTCF,1700037C18RIK,386
CTCF,CFAP54,307
CTCF,USH1G,339
CTCF,OTOP2,339
CTCF,MAFB,475
CTCF,IFT46,248
CTCF,1810022K09RIK,416
CTCF,WBP2,491
CTCF,CTXN1,382
CTCF,NIT2,384
CTCF,THAP11,309
CTCF,CCDC97,478
CTCF,MMGT2,196
CTCF,LRRC75A,196
CTCF,DMTN,340
CTCF,DGCR6,308
CTCF,RILP,361
CTCF,ERBB3,497
CTCF,SAAL1,427
CTCF,TMCC2,465
CTCF,B3GNT9,289
CTCF,HBQ1A,340
CTCF,PIGO,334
CTCF,PIGZ,273
CTCF,SEMA4C,320
CTCF,APOL8,309
CTCF,GNPTAB,191
CTCF,ASL,501
CTCF,PSMC4,261
CTCF,GM13287,240
CTCF,RFFL,279
CTCF,CACYBP,579
CTCF,T2,464
CTCF,TPR,317
CTCF,ODR4,317
CTCF,TENT5B,301
CTCF,FAM171A2,120
CTCF,HCRTR1,319
CTCF,KHK,302
CTCF,CFAP97D1,477
CTCF,EIF3F,357
CTCF,LRRC24,317
CTCF,TAP2,330
CTCF,ELF4,266
CTCF,DDX24,405
CTCF,IQGAP2,262
CTCF,KCTD6,158
CTCF,LSM4,343
CTCF,SOCS3,375
CTCF,PRPF18,260
CTCF,ASTL,524
CTCF,SMC3,411
CTCF,TLDC1,606
CTCF,NMUR1,296
CTCF,GOSR1,270
CTCF,ZFP90,330
CTCF,NUDT8,296
CTCF,E130309D02RIK,146
CTCF,MICALCL,416
CTCF,RAD51D,433
CTCF,UPF3A,343
CTCF,MSANTD1,304
CTCF,WIF1,313
CTCF,PARP11,465
CTCF,EXTL3,190
CTCF,2610524H06RIK,690
CTCF,CCDC71L,281
CTCF,GDF5,451
CTCF,GM3336,314
CTCF,SF3B2,323
CTCF,HOMER3,303
CTCF,GM13275,279
CTCF,FMNL3,478
CTCF,PEAR1,256
CTCF,MUS81,361
CTCF,STIM1,292
CTCF,DTX4,481
CTCF,ATP6V0D1,438
CTCF,INKA1,343
CTCF,ESR2,399
CTCF,CDC42EP2,375
CTCF,CDS2,498
CTCF,PPA2,221
CTCF,DECR2,303
CTCF,LIMK2,326
CTCF,COIL,264
CTCF,COL1A1,775
CTCF,TYW3,308
CTCF,CRYZ,308
CTCF,MRPL38,352
CTCF,GM572,452
CTCF,2200002D01RIK,292
CTCF,NKIRAS2,204
CTCF,PHAX,204
CTCF,ALDH7A1,204
CTCF,NFKB2,295
CTCF,COL23A1,537
CTCF,MGAT5B,329
CTCF,CFAP46,280
CTCF,RNF139,215
CTCF,TPD52L1,267
CTCF,DCTPP1,313
CTCF,NOL7,364
CTCF,NR6A1,497
CTCF,EXOG,337
CTCF,SLC35E4,468
CTCF,CD55,280
CTCF,ARL2,339
CTCF,RASGRP2,339
CTCF,FAM136A,305
CTCF,HMG20B,257
CTCF,ZFP821,490
CTCF,GM13276,223
CTCF,RNF43,576
CTCF,NGDN,235
CTCF,TRIM65,444
CTCF,ABHD18,308
CTCF,CDK5RAP3,227
CTCF,SOCS1,278
CTCF,GM13272,286
CTCF,TRPM3,482
CTCF,PRICKLE4,351
CTCF,FRS3,351
CTCF,SMARCD1,236
CTCF,DEF8,395
CTCF,GABPB2,238
CTCF,RPL11,346
CTCF,NECAP1,197
CTCF,C030006K11RIK,317
CTCF,MAPK14,645
CTCF,POP7,479
CTCF,N4BP2L2,311
CTCF,DHX16,360
CTCF,CHRDL2,378
CTCF,TRAF6,331
CTCF,DOCK5,398
CTCF,PATZ1,290
CTCF,MARS,274
CTCF,TMEM92,333
CTCF,WFDC10,353
CTCF,TAB1,320
CTCF,SLC25A38,323
CTCF,TAF1C,374
CTCF,PMPCB,331
CTCF,PGGHG,535
CTCF,NYAP1,231
CTCF,WFDC9,353
CTCF,TIGD2,262
CTCF,PTPN2,146
CTCF,A630001G21RIK,384
CTCF,UNC119,345
CTCF,MRPL11,202
CTCF,ELF5,329
CTCF,IFNZ,278
CTCF,APOB,279
CTCF,SLC2A4,491
CTCF,GRK5,369
CTCF,MAP4K5,201
CTCF,ATL1,201
CTCF,PLEKHG5,428
CTCF,AP5B1,241
CTCF,PIGC,329
CTCF,4930558K02RIK,329
CTCF,COL27A1,331
CTCF,CUTC,350
CTCF,COX15,350
CTCF,TMEM191C,354
CTCF,NDUFAF3,303
CTCF,FRG1,234
CTCF,MRPL39,298
CTCF,B3GAT2,249
CTCF,EHD1,177
CTCF,COQ2,517
CTCF,RBPJL,280
CTCF,CAB39,234
CTCF,AP1M2,472
CTCF,GLIPR2,557
CTCF,USF2,367
CTCF,SCO2,299
CTCF,KCNA7,293
CTCF,NUDT1,534
CTCF,PRICKLE1,329
CTCF,MYCL,360
CTCF,2700081O15RIK,323
CTCF,SLC25A5,156
CTCF,CELF1,253
CTCF,GTPBP4,404
CTCF,SGPL1,296
CTCF,UBQLN4,179
CTCF,CCDC88C,524
CTCF,STUM,378
CTCF,CLU,365
CTCF,LAMTOR2,179
CTCF,AIRE,307
CTCF,DOP1A,175
CTCF,MRM2,534
CTCF,MADCAM1,317
CTCF,ENTPD6,393
CTCF,LACC1,153
CTCF,CCDC122,153
CTCF,UBE2L6,383
CTCF,AURKAIP1,250
CTCF,CDKN2B,341
CTCF,NHEJ1,436
CTCF,CELF5,197
CTCF,FAM241B,451
CTCF,SLC12A9,217
CTCF,LRIG2,287
CTCF,MOB3B,308
CTCF,SRD5A3,239
CTCF,SDF4,365
CTCF,B3GALT6,365
CTCF,DNPEP,223
CTCF,TINF2,246
CTCF,M6PR,268
CTCF,POU2F1,216
CTCF,ESS2,369
CTCF,CNEP1R1,314
CTCF,TMEM95,334
CTCF,MARCKSL1,261
CTCF,TMED4,262
CTCF,CBFA2T3,312
CTCF,FBXO42,208
CTCF,RADIL,156
CTCF,MELTF,280
CTCF,RAB37,573
CTCF,ANKRD13D,417
CTCF,ZBTB33,226
CTCF,CARMIL2,348
CTCF,SLC25A45,325
CTCF,FAM131B,490
CTCF,MED20,395
CTCF,BYSL,395
CTCF,FCOR,532
CTCF,MFSD8,330
CTCF,HIC1,212
CTCF,FKBP2,296
CTCF,CNIH1,246
CTCF,STEAP1,195
CTCF,MAN2C1,404
CTCF,RFC2,233
CTCF,VTA1,337
CTCF,ITPK1,200
CTCF,RRAGA,375
CTCF,HNRNPH1,260
CTCF,GSTM1,315
CTCF,SLCO2B1,341
CTCF,SUFU,256
CTCF,PIP5KL1,299
CTCF,ALDH18A1,193
CTCF,OGFOD2,324
CTCF,RBM45,204
CTCF,PEX5,397
CTCF,ZBP1,316
CTCF,9130023H24RIK,275
CTCF,MTF1,430
CTCF,P4HA1,324
CTCF,DUSP12,275
CTCF,ZFP746,173
CTCF,C1RA,339
CTCF,TDRD7,298
CTCF,TSHR,242
CTCF,TEX261,277
CTCF,CCDC177,212
CTCF,NEUROG2,349
CTCF,ARMC5,275
CTCF,ACTR1A,256
CTCF,CCDC153,376
CTCF,MAPK9,340
CTCF,NT5C1A,286
CTCF,RPS14,315
CTCF,ELN,236
CTCF,FOXO6,149
CTCF,DOP1B,504
CTCF,PXYLP1,203
CTCF,5330417C22RIK,289
CTCF,1700013F07RIK,289
CTCF,ATMIN,136
CTCF,GPR135,238
CTCF,XYLB,273
CTCF,SPATA33,232
CTCF,CHMP1A,232
CTCF,CD300LG,262
CTCF,NDUFAB1,237
CTCF,CTSO,381
CTCF,TRIM46,163
CTCF,KRTCAP2,163
CTCF,OTOS,292
CTCF,NECTIN1,287
CTCF,GH,388
CTCF,PNISR,276
CTCF,NUDT5,417
CTCF,CDC123,417
CTCF,HOXB5,411
CTCF,ZCCHC4,274
CTCF,AP1M1,478
CTCF,SMAP2,222
CTCF,TMTC2,351
CTCF,ZDHHC18,157
CTCF,PLCB3,218
CTCF,IDNK,327
CTCF,MAP7,180
CTCF,APBB2,261
CTCF,CDK6,227
CTCF,KCNK13,393
CTCF,4930402F06RIK,353
CTCF,PPOX,419
CTCF,NEDD4L,399
CTCF,GNG8,318
CTCF,NDUFV1,295
CTCF,MYO1D,227
CTCF,SEC31B,324
CTCF,PALM,233
CTCF,DNAJC12,275
CTCF,NIFK,189
CTCF,LMO1,315
CTCF,RNF144A,199
CTCF,SEMA6B,354
CTCF,CEP70,379
CTCF,POMK,245
CTCF,ABLIM3,239
CTCF,ICAM4,167
CTCF,FAM83H,267
CTCF,ERFE,173
CTCF,BC030867,269
CTCF,UTP6,178
CTCF,INHBE,413
CTCF,MXI1,176
CTCF,SLC52A3,448
CTCF,GLI1,379
CTCF,UPK2,475
CTCF,CYHR1,494
CTCF,HCRT,291
CTCF,MARF1,337
CTCF,MTHFD2,255
CTCF,PPP1R14A,346
CTCF,C1QL4,215
CTCF,PTPRE,345
CTCF,LTB4R2,282
CTCF,SCRN2,229
CTCF,SPNS1,414
CTCF,SCARA5,193
CTCF,SCN3A,678
CTCF,RGCC,323
CTCF,GRIK4,397
CTCF,MTHFD1L,250
CTCF,RPRM,197
CTCF,SPAG1,340
CTCF,GALT,287
CTCF,NME6,371
CTCF,GFI1B,449
CTCF,FAM83D,200
CTCF,MSH3,183
CTCF,DHFR,183
CTCF,MAP2K1,289
CTCF,ALKBH7,430
CTCF,TNS1,327
CTCF,RUFY4,327
CTCF,CUX2,239
CTCF,RRBP1,168
CTCF,APOBEC3,255
CTCF,SF3A3,254
CTCF,GM13279,238
CTCF,GM13278,238
CTCF,ADPRHL1,391
CTCF,TTLL6,190
CTCF,KCNH1,309
CTCF,SPSB2,412
CTCF,SLC6A19,274
CTCF,ABTB1,258
CTCF,TMEM65,160
CTCF,DCTN1,292
CTCF,BDH2,294
CTCF,SCGB1C1,585
CTCF,C1RL,348
CTCF,CBLC,343
CTCF,FOXD2,336
CTCF,NOP10,214
CTCF,ALOX12E,260
CTCF,ABCA14,653
CTCF,EDAR,219
CTCF,CEBPA,238
CTCF,RAE1,714
CTCF,HSPB9,328
CTCF,TRIM69,313
CTCF,DNAJB9,297
CTCF,PRR5L,273
CTCF,9230104L09RIK,588
CTCF,WWOX,289
CTCF,MAP3K15,377
CTCF,SHCBP1,358
CTCF,KCTD15,108
CTCF,HOXA10,226
CTCF,LPCAT3,341
CTCF,SYN3,196
CTCF,SAMD4B,273
CTCF,ABCB8,291
CTCF,4930451I11RIK,193
CTCF,ZC3H14,417
CTCF,AMH,212
CTCF,ADAMTSL5,264
CTCF,LSMEM1,261
CTCF,RFC3,251
CTCF,HIST1H4J,392
CTCF,GMFG,273
CTCF,CYP1B1,211
CTCF,PCNT,220
CTCF,TSPAN18,242
CTCF,FOXS1,487
CTCF,AVL9,188
CTCF,GAS1,230
CTCF,CLCN2,196
CTCF,SERPINB9,309
CTCF,FBL,390
CTCF,POLR2H,196
CTCF,RRM2,224
CTCF,TJP2,293
CTCF,CCDC126,262
CTCF,WNT7A,212
CTCF,AKT1,401
CTCF,ADAMTS17,211
CTCF,UBE2I,366
CTCF,FAM45A,352
CTCF,PIM1,264
CTCF,CNMD,252
CTCF,PPP1CA,186
CTCF,TCAM1,347
CTCF,NYX,252
CTCF,APP,287
CTCF,PDGFRA,395
CTCF,RUSC1,198
CTCF,METTL25,222
CTCF,CCDC59,222
CTCF,PSMC3IP,466
CTCF,PLEKHG2,326
CTCF,TBC1D10C,186
CTCF,GRM8,358
CTCF,CSRP1,425
CTCF,PIP5K1C,194
CTCF,YIPF6,157
CTCF,ABCA1,543
CTCF,SYS1,198
CTCF,LRRK1,308
CTCF,EPB41L4A,113
CTCF,MARVELD3,189
CTCF,SLC3A2,249
CTCF,CENPC1,152
CTCF,ITGA9,164
CTCF,AP1AR,225
CTCF,NME1,454
CTCF,SMPD4,230
CTCF,MAT2A,198
CTCF,TMEM141,202
CTCF,DDO,199
CTCF,EP400,198
CTCF,SLC26A6,233
CTCF,GM13283,245
CTCF,KIFAP3,249
CTCF,KAZALD1,209
CTCF,TONSL,483
CTCF,KIF23,244
CTCF,SPOCK1,175
CTCF,2410004P03RIK,509
CTCF,SYT8,287
CTCF,UNC45A,299
CTCF,CCNA2,283
CTCF,AQR,251
CTCF,AGO2,443
CTCF,NT5C,423
CTCF,DBNL,189
CTCF,VEZT,161
CTCF,FGD6,161
CTCF,DPYSL3,455
CTCF,HOXC10,164
CTCF,CAR13,296
CTCF,SLC1A4,513
CTCF,ELMO1,292
CTCF,MEGF10,343
CTCF,BPI,324
CTCF,TOR1AIP2,194
CTCF,PPP1R13L,320
CTCF,MTUS2,162
CTCF,PSMD1,265
CTCF,VSIR,306
CTCF,RHOG,255
CTCF,MRPL23,235
CTCF,RAMP1,478
CTCF,IDH1,188
CTCF,EDN1,406
CTCF,RSF1,208
CTCF,AAMDC,208
CTCF,NIPBL,406
CTCF,H3F3B,205
CTCF,MIF4GD,198
CTCF,KIF26A,263
CTCF,TOR1AIP1,194
CTCF,NECTIN2,376
CTCF,RPGR,259
CTCF,CD276,361
CTCF,ADAM19,292
CTCF,ZFP54,317
CTCF,MRM1,205
CTCF,CATSPERZ,395
CTCF,ALCAM,392
CTCF,SLC6A4,424
CTCF,RPS29,561
CTCF,E2F2,220
CTCF,TMEM134,210
CTCF,AIP,210
CTCF,ZFP280B,231
CTCF,RTN4RL1,273
CTCF,TRIB3,329
CTCF,TCHP,157
CTCF,REX1BD,280
CTCF,DDAH2,410
CTCF,DNAJC22,241
CTCF,MORF4L1,190
CTCF,RALGAPB,240
CTCF,TMEM158,298
CTCF,NUP133,325
CTCF,APMAP,412
CTCF,SLC9A4,382
CTCF,BEND3,169
CTCF,LRP10,275
CTCF,PDS5A,296
CTCF,SYT17,386
CTCF,PTMA,220
CTCF,VKORC1,376
CTCF,MGST3,223
CTCF,MAGIX,234
CTCF,SDK1,198
CTCF,GM15816,195
CTCF,LRRC71,215
CTCF,PPFIA3,323
CTCF,CLDN1,272
CTCF,ALYREF2,276
CTCF,OLFML3,358
CTCF,MATN2,230
CTCF,DAPK2,237
CTCF,CYREN,287
CTCF,DUSP1,262
